,0,1,2,3,4,5,6,7,8,9,10
0,0.8432397246360779,0.0,0.0,0.0,0.1293126344680786,0.023743050172924995,0.0,0.0,0.0,0.0,0.0
1,0.4610145390033722,0.0,0.23856593668460846,0.0,0.0,0.03864045813679695,0.0,0.2601795196533203,0.0,0.0,0.0
2,0.0,0.3900309205055237,0.08623085170984268,0.0,0.019530676305294037,0.0,0.0,0.0,0.5001665353775024,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979380369186401
4,0.0,0.5314661860466003,0.0,0.0,0.4648551046848297,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.10957817733287811,0.0,0.0,0.0,0.8880415558815002,0.0,0.0
6,0.810937762260437,0.08053018152713776,0.0,0.0,0.0,0.10183508694171906,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.15943796932697296,0.0,0.6379399299621582,0.0,0.0,0.20041200518608093
8,0.0,0.0,0.9760252833366394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.9960017204284668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.10035109519958496,0.0,0.15256111323833466,0.0,0.12783963978290558,0.0,0.5621206164360046,0.0,0.0,0.027452237904071808,0.028635382652282715
11,0.0,0.0,0.0,0.0,0.0,0.543826162815094,0.0,0.11929776519536972,0.0,0.0,0.33382344245910645
12,0.0,0.0842457264661789,0.6557095050811768,0.0,0.0,0.1702955961227417,0.08759403973817825,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0991426482796669,0.1295367330312729,0.0,0.0,0.5138137340545654,0.2521078288555145,0.0,0.0
14,0.25143033266067505,0.0,0.0,0.030772412195801735,0.0,0.0,0.0,0.02158433012664318,0.0,0.0,0.6921446919441223
15,0.173914834856987,0.0,0.0,0.0,0.0,0.17537719011306763,0.0,0.08760049194097519,0.0,0.0,0.5616059303283691
16,0.0,0.0,0.4784925878047943,0.0,0.0,0.51160728931427,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9794179201126099,0.0
18,0.22632303833961487,0.0,0.0,0.0,0.0,0.6789016127586365,0.0,0.09101337939500809,0.0,0.0,0.0
19,0.0,0.7389886975288391,0.17393961548805237,0.0,0.0,0.0,0.0,0.0,0.08401796966791153,0.0,0.0
20,0.40564286708831787,0.0,0.0,0.0,0.0,0.030921874567866325,0.0,0.4597388207912445,0.0,0.0,0.10110507160425186
21,0.0,0.0,0.0,0.0,0.0,0.9970014095306396,0.0,0.0,0.0,0.0,0.0
22,0.0855138823390007,0.0,0.0,0.0,0.0,0.0,0.19211545586585999,0.0,0.0,0.0,0.7194616794586182
23,0.41190358996391296,0.0,0.0,0.0,0.02337217889726162,0.0,0.0,0.0,0.0,0.0,0.5619521737098694
24,0.0,0.0,0.0,0.18770456314086914,0.38331785798072815,0.0,0.19749006628990173,0.0,0.0,0.21342478692531586,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0826670378446579,0.36918213963508606,0.4042229950428009,0.10389597713947296,0.0,0.031084707006812096
26,0.9916548728942871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.27927741408348083,0.0,0.0,0.651446521282196,0.0,0.0,0.057845454663038254
28,0.0,0.6128831505775452,0.0,0.0,0.0,0.0,0.23238658905029297,0.15021345019340515,0.0,0.0,0.0
29,0.0,0.0,0.0,0.9959595799446106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.39530372619628906,0.0,0.6024563312530518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.570643961429596,0.0,0.0,0.27107104659080505,0.15176062285900116,0.0,0.0,0.0,0.0
32,0.0,0.025026807561516762,0.0,0.2111530601978302,0.10667093843221664,0.0,0.0,0.5853927731513977,0.06918762624263763,0.0,0.0
33,0.0,0.18940550088882446,0.47006070613861084,0.0,0.0,0.0,0.0,0.03621194139122963,0.30143746733665466,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.08709443360567093,0.0,0.8983163833618164,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799667596817017,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9769142270088196,0.0
37,0.0,0.6181555986404419,0.0,0.0,0.0,0.0,0.1011015847325325,0.0,0.19350388646125793,0.0,0.08429775387048721
38,0.0,0.08489871770143509,0.0,0.0,0.0,0.7592288851737976,0.0,0.0,0.0,0.0,0.15337851643562317
39,0.0,0.0,0.0,0.830985963344574,0.1660747081041336,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799667596817017,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799667596817017,0.0
42,0.0,0.0,0.0,0.0,0.0,0.7972449660301208,0.17871640622615814,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.9040983319282532,0.09011436253786087,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0564972460269928,0.04083379730582237,0.9007777571678162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.650357186794281,0.0,0.0,0.0,0.0,0.0,0.09835449606180191,0.2479654848575592
46,0.0,0.0,0.3008405268192291,0.0,0.0,0.0,0.6757803559303284,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.9962179660797119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799667596817017,0.0
49,0.0,0.0,0.0,0.9958943724632263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.5233219265937805,0.0,0.09045007079839706,0.08009178936481476,0.0,0.0,0.22598832845687866,0.07501358538866043,0.0,0.0
51,0.06424860656261444,0.0,0.09914766252040863,0.8124223351478577,0.0,0.0,0.0,0.0,0.0,0.021437441930174828,0.0
52,0.0,0.18813544511795044,0.0,0.0,0.5933529138565063,0.21156100928783417,0.0,0.0,0.0,0.0,0.0
53,0.0,0.27702364325523376,0.25175049901008606,0.0,0.0,0.19279977679252625,0.07659190148115158,0.0,0.0,0.0,0.19902007281780243
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695414662361145,0.29941070079803467
55,0.4542444050312042,0.10061035305261612,0.0,0.0,0.0,0.25338801741600037,0.0,0.18740813434123993,0.0,0.0,0.0
